Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDPLM090L0,Leptosiphon harknessii,Harkness' linanthus,BGxh,S1S2 (2019),Red,G4? (2001),,,,,Y,
PDPLM09082,Leptosiphon minimus,bicoloured linanthus,,S4 (2019),Yellow,G5TNR,,,,,,
PDPLM09120,Leptosiphon septentrionalis,northern linanthus,,S4 (2022),Yellow,G5 (2016),,,,,,
NBMUS5Z010,Lescuraea atricha,,,S5 (2015),Yellow,G5 (1994),,,,,,
NBMUS5Z020,Lescuraea baileyi,,,S5 (2015),Yellow,G3G5 (2000),,,,,,
NBMUS5Z030,Lescuraea incurvata,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS5Z050,Lescuraea patens,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS5Z080,Lescuraea radicosa,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS47010,Lescuraea saxicola,,BAFA; CWH; ESSF; SWB,S3 (2015),Blue,G4G5 (1991),,,,,,
NBMUS5Z070,Lescuraea stenophylla,,,S4 (2015),Yellow,G5? (2000),,,,,,
NBMUS48040,Leskea polycarpa,,,S3S4 (2011),Yellow,G5 (2015),,,,,,
PDAST5V030,Leucanthemum maximum,Shasta daisy,,SNA (2012),Exotic,GNR,,,,,,
PDAST5V040,Leucanthemum vulgare,oxeye daisy,,SNA (2019),Exotic,GNR,,,,,,
NBMUS4D020,Leucolepis acanthoneura,,,S5? (2015),Yellow,G4G5 (2015),,,,,,
NBMUS56010,Lewinskya affinis,,,SU (2015),Unknown,G3G5 (1991),,,,,,
NBMUS560X1,Lewinskya elegans,,BWBS,S2S3 (2011),Blue,G5 (2015),,,,,,
NBMUS560H0,Lewinskya laevigata,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS560T0,Lewinskya pylaisii,,BWBS,S3 (2015),Blue,G4G5 (2015),,,,,,
NBMUS560V0,Lewinskya rupestris,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS560X2,Lewinskya speciosa,,,S4S5 (2011),Yellow,G5 (2017),,,,,,
NBMUS56100,Lewinskya striata,,,S3S4 (2015),Yellow,G4G5 (1991),,,,,,
PDPOR04031,Lewisia columbiana var. columbiana,Columbia lewisia,IDFdk; MHmm,S2S3 (2005),Blue,G4G5T4 (1985),,,,,Y,
PDPOR04032,Lewisia columbiana var. rupicola,Columbia lewisia,,S4 (2019),Yellow,G4G5T4T5 (2016),,,,,,
PDPOR040C0,Lewisia pygmaea,alpine lewisia,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDPOR040D2,Lewisia rediviva var. rediviva,bitterroot,,S4,Yellow,G5T4T5 (2004),,,,,,
PDPOR040H0,Lewisia triphylla,three-leaved lewisia,,S4 (2019),Yellow,G4? (1991),,,,,,
PDPOR090A0,Lewisiopsis tweedyi,Tweedy's lewisia,ESSFmw,S2 (2019),Red,G3 (2004),E,1-E (2018),,,Y,
PMPOA6P060,Leymus cinereus,giant wildrye,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA6P091,Leymus innovatus ssp. innovatus,fuzzy-spiked wildrye,,S5 (2019),Yellow,G5T5 (2015),,,,,,
PMPOA6P031,Leymus mollis ssp. mollis,dune wildrye,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMPOA6P0G0,Leymus x vancouverensis,hybrid wildrye,,SU (2021),Unknown,GNA (2016),,,,,,
PDAPI18020,Ligusticum calderi,Calder's lovage,,S5? (2019),Yellow,G4 (2016),,,,,,
PDAPI18050,Ligusticum canbyi,Canby's lovage,,S5 (2019),Yellow,G5 (2019),,,,,,
PDAPI18091,Ligusticum scoticum ssp. hultenii,beach lovage,,S4S5 (2019),Yellow,G5T4T5 (2016),,,,,,
PDOLE07080,Ligustrum vulgare,common privet,,SNA (2019),Exotic,GNR,,,,,,
PDAPI19040,Lilaeopsis occidentalis,western lilaeopsis,,S5 (2019),Yellow,G4G5 (1990),,,,,,
PMLIL1A050,Lilium columbianum,tiger lily,,S5 (2019),Yellow,G5 (2015),,,,,,
PMLIL1A0L0,Lilium philadelphicum,wood lily,,S5? (2019),Yellow,G5 (2015),,,,,,
PDLIM02060,Limnanthes macounii,Macoun's meadow-foam,CDFmm; CWHxm,S2? (2019),Red,G2? (2020),T,1-T (2006),,,Y,Y
PDSCR10010,Limosella acaulis,Owyhee mudwort,,S3S4 (2019),Yellow,G5 (1990),,,,,,
PDSCR10020,Limosella aquatica,water mudwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDPLM08040,Linanthus pungens,prickly phlox,,S4S5 (2019),Yellow,G5 (2015),,,,,,
PDSCR110F1,Linaria dalmatica ssp. dalmatica,Dalmatian toadflax,,SNA (2019),Exotic,G5T5? (2001),,,,,,
PDSCR11080,Linaria purpurea,purple toadflax,,SNA (2019),Exotic,GNR,,,,,,
PDSCR110E0,Linaria vulgaris,butter-and-eggs,,SNA (2019),Exotic,GNR,,,,,,
PDSCR12041,Lindernia dubia var. anagallidea,false-pimpernel,,S4 (2018),Yellow,G5T4 (1997),,,,,,
PDSCR12045,Lindernia dubia var. dubia,yellowseed false pimpernel,CWHxm; PPxh,S3? (2018),Blue,G5T5 (2016),,,,,Y,
PDCPR02011,Linnaea borealis ssp. borealis,twinflower,,SU (2021),Unknown,G5T5 (2016),,,,,,
PDCPR02012,Linnaea borealis ssp. longiflora,twinflower,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDLIN02060,Linum bienne,pale flax,,SNA (2019),Exotic,GNR,,,,,,
PDLIN02080,Linum catharticum,fairy flax,,SNA (2019),Exotic,G5 (1984),,,,,,
PDLIN020G4,Linum lewisii ssp. lewisii,western blue flax,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDLIN020M0,Linum perenne,perennial flax,,SNA (2019),Exotic,GNR,,,,,,
PDLIN020X0,Linum usitatissimum,common flax,,SNA (2019),Exotic,GNR,,,,,,
NBHEP1P0B0,Liochlaena lanceolata,,,S4 (2021),Yellow,G5 (2016),,,,,,
PDCHE09191,Lipandra polysperma var. acutifolia,European goosefoot,,SNA,Exotic,GNRTNR,,,,,,
PMORC1M040,Liparis loeselii,yellow widelip orchid,ICHmw; IDFmw,S3 (2019),Blue,G5 (2016),,,,,Y,
PMCYP0H040,Lipocarpha micrantha,small-flowered lipocarpha,BGxh,S1 (2019),Red,G5 (2002),E,1-E (2005),,,Y,Y
PDSAX0M050,Lithophragma glabrum,smooth fringecup,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSAX0M081,Lithophragma parviflorum,small-flowered fringecup,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSAX0M0A0,Lithophragma thompsonii,Thompson's woodland-star,,S4 (2019),Yellow,GNR,,,,,,
PDBOR0L070,Lithospermum incisum,yellow gromwell,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBOR0L0C0,Lithospermum officinale,European stoneseed,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0L0E0,Lithospermum ruderale,lemonweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PMLIL1B010,Lloydia serotina,alpine lily,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAM0E0C0,Lobelia dortmanna,water lobelia,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAM0E0V0,Lobelia inflata,inflated tobacco,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCAM0E0W0,Lobelia kalmii,Kalm's lobelia,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA1P010,Lobularia maritima,sweet alyssum,,SNA (2019),Exotic,GNR,,,,,,
NBMUS86020,Loeskypnum badium,,,S4 (2015),Yellow,G5 (2016),,,,,,
NBMUS86010,Loeskypnum wickesiae,,,S3S4 (2011),Yellow,G3G5 (2000),,,,,,
PDASTEG010,Logfia arvensis,field filago,,SNA (2019),Exotic,GNR,,,,,,
PDASTEG030,Logfia minima,filago,,SNA (2019),Exotic,GNR,,,,,,
PMPOA3U021,Lolium multiflorum,Italian ryegrass,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA3U020,Lolium perenne,perennial ryegrass,,SNA (2019),Exotic,GNR,,,,,,
PDAPI1B010,Lomatium ambiguum,swale desert-parsley,,S5 (2019),Yellow,G4G5 (2016),,,,,,
PDAPI1B040,Lomatium brandegeei,Brandegee's lomatium,,S3S4 (2022),Yellow,G3? (2000),,,,,,
PDAPI1B0G1,Lomatium dissectum,fern-leaved desert-parsley,CDFmm,S2 (2019),Red,G4T4 (2003),,,,,Y,
PDAPI1B0M3,Lomatium foeniculaceum var. foeniculaceum,fennel-leaved desert-parsley,BWBSmw,S3 (2019),Blue,G5T5 (2016),,,,,Y,
PDAPI1B0N0,Lomatium geyeri,Geyer's desert-parsley,,S5 (2019),Yellow,G4 (2016),,,,,,
PDAPI1B120,Lomatium macrocarpum,large-fruited desert-parsley,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAPI1B140,Lomatium martindalei,Martindale's desert-parsley,,S4S5 (2019),Yellow,G5 (1988),,,,,,
PDAPI1B0G2,Lomatium multifidum,fern-leaved desert-parsley,,S5 (2019),Yellow,G4T4 (2016),,,,,,
PDAPI1B1A0,Lomatium nudicaule,barestem desert-parsley,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDAPI1B2V0,Lomatium papilioniferum,butterfly bearing lomatium,CDFmm; CWHxm,S2 (2019),Red,GNR,T,1-T (2011),,,Y,
PDAPI1B1R0,Lomatium sandbergii,Sandberg's desert-parsley,,S4 (2019),Yellow,G4 (2016),,,,,,
PDAPI1B1U0,Lomatium simplex,Great Basin desert-parsley,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDAPI1B1Z0,Lomatium triternatum,nine-leaved desert-parsley,,SU (2019),Unknown,G5 (2003),,,,,,
PDAPI1B210,Lomatium utriculatum,spring gold,,S5 (2019),Yellow,G5 (2016),,,,,,
PDGEN0C012,Lomatogonium rotatum var. fontanum,marsh felwort,,S3S4 (2019),Yellow,G5TNR,,,,,,
PDCPR03060,Lonicera ciliosa,western trumpet,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCPR03083,Lonicera dioica var. glaucescens,glaucous-leaved honeysuckle,,S4 (2019),Yellow,G5T5 (2016),,,,,,
PDCPR030D0,Lonicera hispidula,hairy honeysuckle,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCPR030F0,Lonicera involucrata var. involucrata,black twinberry,,S5 (2019),Yellow,G5T4T5 (2016),,,,,,
PDCPR030K0,Lonicera morrowii,Morrow's honeysuckle,,SNA (2019),Exotic,GNR,,,,,,
PDCPR030M0,Lonicera periclymenum,European honeysuckle,,SNA (2019),Exotic,GNR,,,,,,
PDCPR030S0,Lonicera tatarica,Tatarian honeysuckle,,SNA (2019),Exotic,GNR (2006),,,,,,
PDCPR030T0,Lonicera utahensis,Utah honeysuckle,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCPR030V0,Lonicera xylosteum,dwarf honeysuckle,,SNA (2019),Exotic,GNR,,,,,,
NBHEP1W010,Lophocolea bidentata,,,SU (2021),Unknown,G5 (1991),,,,,,
NBHEP1W030,Lophocolea coadunata,,,SU (2021),Unknown,G5 (1991),,,,,,
NBHEP1W040,Lophocolea heterophylla,,,S4 (2021),Yellow,G5T5 (2018),,,,,,
