D,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,Collector,CollectorsFieldNumber,CollectionDate,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance,ReviewedYesNo,AddedYesNo,ImagedYesNo,scientificNameReviewed,scientificNameReviewedwAuthorities,SpeciesAuthorityNew,SubspeciesAuthorityNew,VarietyAuthorityNew,IdentifierNew,IDDateNew,IDNotesNew,MuseumCollectionNew,CollectorsFieldNumberNew,CollectionDateNew,Prov_StateNew,DistrictNew,LocationNameNew,decimalLatitude,decimalLongitude,georeferencedBy,georeferenceVerificationStatus,georeferenceProtocol,georeferenceRemarks,elevationNew,Park_ER_IR_New,HabitatRemarksNew,SpecimenNotesNew,SpeciesAbundanceNew
V095286,Aira praecox L.,Aira praecox L.,early hairgrass; grass,Poaceae,Aira,praecox,L.,,,,,,,Harvey Janszen,1974-01-01,,Not Listed,Janszen 1974,Harvey Janszen,351,1974-05-29,British Columbia,Gulf Islands,Java Islets; Saturna Island,,48.76666667,-123.1166667,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095290,Hordeum brachyantherum Nevski,Hordeum brachyantherum Nevski,grass; meadow barley,Poaceae,Hordeum,brachyantherum,Nevski,,,,,,,Mary Barkworth,1990-01-01,IDD:  19900000; Intermountain Herbarium - Utah State University,Not Listed,Janszen 1974,Harvey Janszen,352,1974-05-29,British Columbia,,Gulf Islands; Saturna Island; Java Islets,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095287,Hordeum murinum L.,Hordeum murinum L.,grass; wall barley,Poaceae,Hordeum,murinum,L.,,,,,,,Mary Barkworth,1990-01-01,IDD:  19900000; Intermountain Herbarium - Utah State University,Not Listed,Janszen 1974,Harvey Janszen,357,1974-05-29,British Columbia,,Gulf Islands; Saturna Island; Java Islets,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095291,Bromus aleutensis Trin. ex Griseb.,Bromus aleutensis Trin. ex Griseb.,Alaska brome; grass,Poaceae,Bromus,aleutensis,Trin. ex Griseb.,,,,,,,Leon Pavlick,1990-01-01,,Not Listed,Janszen 1974,Harvey Janszen,358,1974-05-29,British Columbia,Gulf Islands,Java Islets,Saturna Island,48.76666667,-123.1166667,,,,,,,forming tufts,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095473,Dactylis glomerata L.,Dactylis glomerata L.,grass; orchard-grass,Poaceae,Dactylis,glomerata,L.,,,,,,,Harvey Janszen,1974-01-01,,Not Listed,,Harvey Janszen,360,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,"meadow, natural orchard and roadside",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095474,Poa pratensis L.,Poa pratensis L.,grass; Kentucky bluegrass,Poaceae,Poa,pratensis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1974,Harvey Janszen,361,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,0 m (min.),,Meadow.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095487,Bromus hordeaceus L.,Bromus hordeaceus L.,grass; soft brome,Poaceae,Bromus,hordeaceus,L.,,,,,,,Jeffery Saarela,2008-01-01,IDD:  20080000; Saarela from Nationa Herbarium of Canada (CAN) National Museum of Canada; Pavlick notes sheet mixed with B. hordeaceus ssp hordeaceus,Not Listed,Janszen 1974,Harvey Janszen,362,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095470,Aira caryophyllea L.,Aira caryophyllea L.,grass; silver hairgrass,Poaceae,Aira,caryophyllea,L.,,,,,,,Harvey Janszen,1974-01-01,,Not Listed,Janszen 1974,Harvey Janszen,367,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,Dryish meadow.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095472,Elymus glaucus Buckl. ssp. glaucus,Elymus glaucus Buckl. ssp. glaucus,blue wildrye; grass,Poaceae,Elymus,glaucus,,glaucus,,,,,,Mary Barkworth,1990-01-01,"IDD:  19900000; Barkworth from Intermountain Herbarium, Utah State University; loan #1458",Not Listed,Janszen 1974,Harvey Janszen,369,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095298,Bromus carinatus Hook. & Arn. var. carinatus,Bromus carinatus Hook. & Arn. var. carinatus,California brome; grass,Poaceae,Bromus,carinatus,,,,carinatus,,,,Laurel Anderton,2005-01-01,IDD:  20050000; Anderton of Intermountain Herbarium - Utah State University,Not Listed,Janszen 1974,Harvey Janszen,370,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095469,Bromus tectorum L.,Bromus tectorum L.,cheatgrass; grass,Poaceae,Bromus,tectorum,L.,,,,,,,Jeffery Saarela,2009-01-01,IDD:  20090000; Saarela of National Herbarium of Canada (CAN); Canadian Museum of Nature,Not Listed,Janszen 1974,Harvey Janszen,371,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,dry meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095468,Hordeum murinum L.,Hordeum murinum L.,grass; wall barley,Poaceae,Hordeum,murinum,L.,,,,,,,Harvey Janszen,1974-01-01,,Not Listed,Janszen 1974,Harvey Janszen,372,1974-06-10,British Columbia,,Gulf Islands; Saturna Island,,,,,,,,,dry meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095312,Alopecurus geniculatus L.,Alopecurus geniculatus L.,grass; water meadow-foxtail,Poaceae,Alopecurus,geniculatus,L.,,,,,,,William Crins,1989-01-01,,Not Listed,Janszen 1979,Harvey Janszen,375,1974-06-10,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,Wet meadow.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095477,Arrhenatherum elatius (L.) Beauv. ex  J.& K. Presl,Arrhenatherum elatius (L.) Beauv. ex  J.& K. Presl,grass; tall oatgrass,Poaceae,Arrhenatherum,elatius,(L.) Beauv. ex  J.& K. Presl,,,,,,,Harvey Janszen,1974-01-01,,Not Listed,Janszen 1974,Harvey Janszen,376,1974-06-22,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,Hedge near dry meadows.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095299,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1974,Harvey Janszen,378,1974-06-22,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.1638889,,,,,,wet meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095300,Poa trivialis L.,Poa trivialis L.,grass; rough bluegrass,Poaceae,Poa,trivialis,L.,,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1974,Harvey Janszen,379,1974-06-22,British Columbia,Gulf Islands,Saturna Island,,48.8,-123.2,,,,,,wet shady woods,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095483,Holcus lanatus L.,Holcus lanatus L.,common velvet-grass; grass,Poaceae,Holcus,lanatus,L.,,,,,,,Harvey Janszen,1974-01-01,"Confirmed by Stephen J. Darbyshire, 2017",Not Listed,Janszen 1974,Harvey Janszen,385,1974-07-19,British Columbia,,Gulf Islands; Saturna Island,,,,,,,,,forming large tufts; common in meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V095481,Bromus inermis Leys.,Bromus inermis Leys.,grass; smooth brome,Poaceae,Bromus,inermis,Leys.,,,,,,,Paul Catling,2014-01-01,AAFC Invasive Alien Plants of Canada Project,Not Listed,Janszen 1974,Harvey Janszen,389,1974-07-19,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,dry meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083381,Thysanocarpus curvipes Hook.,Thysanocarpus curvipes Hook.,lacepod; sand lacepod,Brassicaceae,Thysanocarpus,curvipes,Hook.,,,,,,,Harvey Janszen,1975-01-01,,Blue,Janszen 1975,Harvey Janszen,410,1975-05-06,British Columbia,Gulf Islands,Mayne Island,above Navy Channel,48.85,-123.2833333,,,,,,open S-facing bluffs,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083378,Poa secunda J. Presl ssp. secunda,Poa secunda J. Presl ssp. secunda,grass; Sandberg's bluegrass,Poaceae,Poa,secunda,,secunda,,,,,,R. Soreng,1993-01-01,,Not Listed,Janszen 1975,Harvey Janszen,411,1975-05-06,British Columbia,Gulf Islands,Mayne Island,above Navy Channel,48,-123,,,,,,open S facing bluffs,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083347,Cardamine pensylvanica Muhl. ex Willd.,Cardamine pensylvanica Muhl. ex Willd.,bitter-cress; Pennsylvanian bitter-cress,Brassicaceae,Cardamine,pensylvanica,Muhl. ex Willd.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,420,1975-05-07,British Columbia,Gulf Islands,Galiano Island,,48.88333333,-123.3166667,,,,,,in skunk cabbage swamp,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083371,Fragaria chiloensis (L.) Duchesne,Fragaria chiloensis (L.) Duchesne,coastal strawberry; strawberry,Rosaceae,Fragaria,chiloensis,(L.) Duchesne,,,,,,,T. Brayshaw,1977-01-01,,Not Listed,Janszen 1975,Harvey Janszen,422,1975-05-07,British Columbia,Gulf Islands,Porlier Pass; Galiano Island,,49.01666667,-123.5833333,,,,0 m (min.),,in moss; on point,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V078425,Agoseris grandiflora (Nutt.) Greene,Agoseris grandiflora (Nutt.) Greene,agoseris; large-flowered agoseris,Asteraceae,Agoseris,grandiflora,(Nutt.) Greene,,,,,,,Ryan Batten; Hans Roemer,2018-12-14,,Not Listed,,Harvey Janszen,433,1974-05-08,British Columbia,Gulf Islands,North Pender Island; Oaks Bluff,,48.75,-123.2666667,,,,,,Open bluffs,,"Scattered - common,",no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083187,Ranunculus aquatilis L. var. hispidulus E.R. Drew,Ranunculus aquatilis L. var. hispidulus E.R. Drew,buttercup; white water-buttercup,Ranunculaceae,Ranunculus,aquatilis,,,,hispidulus,E.R. Drew,,,Margaret Heimburger,1983-01-12,,Not Listed,Janszen 1975,Harvey Janszen,438,1975-05-18,British Columbia,Gulf Islands,Saturna Island,,48,-123,,,,,,pond,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083188,Leptosiphon bicolor Nutt.,Leptosiphon bicolor Nutt.,,Polemoniaceae,Leptosiphon,bicolor,Nutt.,,,,,,,Kendrick Marr,2015-06-04,FNA update,,Janszen 1975,Harvey Janszen,439,1975-05-18,British Columbia,,Saturna Island,,48.8,-123.2,,,,,,shady W side of open bluffs,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083206,Barbarea orthoceras Ledeb.,Barbarea orthoceras Ledeb.,American winter cress; winter cress,Brassicaceae,Barbarea,orthoceras,Ledeb.,,,,,,,Harvey Janszen,1982-09-23,,Not Listed,Janszen 1975,Harvey Janszen,442,1975-05-20,British Columbia,Gulf Islands,North Pender Island; Otter Bay,ferry landing,48,-123,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083366,Ranunculus orthorhynchus Hook. var. orthorynhchus Hook.,Ranunculus orthorhynchus Hook. var. orthorynhchus Hook.,buttercup; straight-beaked buttercup,Ranunculaceae,Ranunculus,orthorhynchus,,,,orthorynhchus,Hook.,,,Margaret Heimburger,1979-07-01,,Not Listed,Janszen 1975,Harvey Janszen,447,1975-05-26,British Columbia,Gulf Islands,Samuel Island,E of S end of Mayne Island,48,-123,,,,0 m (min.),,wet  meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083289,Lepidium virginicum L.,Lepidium virginicum L.,pepper-grass; tall pepper-grass,Brassicaceae,Lepidium,virginicum,L.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,454,1975-05-26,British Columbia,Gulf Islands,Samuel Island,rocky islet off N end of,48.81666667,-123.2166667,,,,0 m (min.),,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083198,Aira caryophyllea L.,Aira caryophyllea L.,grass; silver hairgrass,Poaceae,Aira,caryophyllea,L.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,472,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48,-123,,,,,,Roadside.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083203,Cerastium tomentosum L.,Cerastium tomentosum L.,chickweed; snow-in-summer,Caryophyllaceae,Cerastium,tomentosum,L.,,,,,,,Kendrick Marr,2007-01-15,,Not Listed,Janszen 1975,Harvey Janszen,473,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083396,Matricaria discoidea DC.,Matricaria discoidea DC.,pineapple weed,Asteraceae,Matricaria,discoidea,DC.,,,,,,,Kendrick Marr,2021-03-16,Taxonomic update SG 95,Not Listed,,Harvey Janszen,474,1975-05-28,British Columbia,Gulf Islands,Mayne Island,roadside,48,-123,,,,,,Roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083199,Stellaria crispa Cham. & Schlecht.,Stellaria crispa Cham. & Schlecht.,crisp starwort; starwort,Caryophyllaceae,Stellaria,crispa,Cham. & Schlecht.,,,,,,,Richard Rabeler,2001-01-01,IDD:  20010000; Rabeler is from the University of Michigan Herbarium,Not Listed,Janszen 1975,Harvey Janszen,476,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083338,Cardamine oligosperma Nutt.,Cardamine oligosperma Nutt.,bitter-cress; little western bitter-cress,Brassicaceae,Cardamine,oligosperma,Nutt.,,,,,,,T. Brayshaw,1976-01-01,,Not Listed,Janszen 1975,Harvey Janszen,482,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,roadside; ditch edges,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083346,Myosotis discolor Pers.,Myosotis discolor Pers.,common forget-me-not; forget-me-not,Boraginaceae,Myosotis,discolor,Pers.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,483,1975-05-28,British Columbia,,Mayne Island,,48.85,-123.2833333,,,,,,disturbed ground beside road,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083337,Ranunculus occidentalis Nutt. var. occidentalis,Ranunculus occidentalis Nutt. var. occidentalis,buttercup; western buttercup,Ranunculaceae,Ranunculus,occidentalis,,,,occidentalis,,,,T. Brayshaw,1982-08-03,,Not Listed,Janszen 1975,Harvey Janszen,484,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,dry open bluff ridges,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083333,Ranunculus uncinatus D. Don ex G. Don ssp. uncinatus,Ranunculus uncinatus D. Don ex G. Don ssp. uncinatus,buttercup; little buttercup,Ranunculaceae,Ranunculus,uncinatus,,uncinatus,,,,,,Margaret Heimburger,1979-06-01,,Not Listed,Janszen 1975,Harvey Janszen,488,1975-05-28,British Columbia,Gulf Islands,Mayne Island,roadside,48,-123,,,,,,wet ground beside road,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083386,Leucanthemum vulgare Lam.,Leucanthemum vulgare Lam.,dasiy; oxeye daisy,Asteraceae,Leucanthemum,vulgare,Lam.,,,,,,,Gloria Douglas,,,Not Listed,Janszen 1975,Harvey Janszen,496,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,common roadside weed,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083427,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa Fisch. ex DC.,columbine; Sitka columbine,Ranunculaceae,Aquilegia,formosa,Fisch. ex DC.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,500,1975-05-28,British Columbia,,Mayne Island,,48,-123,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083429,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,Ranunculus flammula L. ssp. reptans (L.) Syme in Sowerby var. ovalis (Bigel.) Benson,buttercup; lesser spearwort,Ranunculaceae,Ranunculus,flammula,,reptans,,ovalis,(Bigel.) Benson,,,T. Brayshaw,1981-11-17,,Not Listed,Janszen 1975,Harvey Janszen,503,1975-05-29,British Columbia,Gulf Islands,Mayne Island,,48,-123,,,,,,peaty edge of large sedge marsh,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083415,Erodium cicutarium (L.) L'Hér. ex Ait.,Erodium cicutarium (L.) L'Hér. ex Ait.,common stork's-bill,Geraniaceae,Erodium,cicutarium,(L.) L'Hér. ex Ait.,,,,,,,Ardath Francis,2011-11-01,,Not Listed,Janszen 1975,Harvey Janszen,506,1975-05-29,British Columbia,Gulf Islands,Mayne Island,,48.845,-123.2808333,,,,,,dry roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083432,Ranunculus repens L.,Ranunculus repens L.,buttercup; creeping buttercup,Ranunculaceae,Ranunculus,repens,L.,,,,,,,Margaret Heimburger,1979-07-01,,Not Listed,Janszen 1975,Harvey Janszen,509,1975-05-29,British Columbia,Gulf Islands,Mayne Island,,48,-123,,,,,,beside stream in moist woods,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083431,Cardamine pensylvanica Muhl. ex Willd.,Cardamine pensylvanica Muhl. ex Willd.,bitter-cress; Pennsylvanian bitter-cress,Brassicaceae,Cardamine,pensylvanica,Muhl. ex Willd.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,510,1975-05-29,British Columbia,Gulf Islands,Mayne Island,beside stream,48,-123,,,,,,beside stream in  moist woods,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083296,Carex lenticularis Michx. var. lipocarpa (Holm) Standley,Carex lenticularis Michx. var. lipocarpa (Holm) Standley,Kellogg's sedge; sedge,Cyperaceae,Carex,lenticularis,,,,lipocarpa,(Holm) Standley,,,Adolf Ceska,2000-08-04,,Not Listed,Janszen 1975,Harvey Janszen,517,1975-05-29,British Columbia,,Mayne Island,Above Campbell Bay.,48,-123,,,,,,Wet meadow.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083282,Ranunculus occidentalis Nutt.,Ranunculus occidentalis Nutt.,buttercup; western buttercup,Ranunculaceae,Ranunculus,occidentalis,Nutt.,,,,,,,Margaret Heimburger,1979-07-01,,Not Listed,Janszen 1975,Harvey Janszen,534,1975-05-29,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,"open forest on ridge top, S exposure",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083364,Spergula arvensis L.,Spergula arvensis L.,corn-spurry,Caryophyllaceae,Spergula,arvensis,L.,,,,,,,T. Brayshaw,1979-09-05,,Not Listed,,Harvey Janszen,539,1975-05-28,British Columbia,,Mayne Island; Georgina Point,,48.87388889,-123.2916667,,,,0 m (min.),,salt sink; flooded at high tide,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083424,Barbarea vulgaris W. T. Aiton,Barbarea vulgaris W. T. Aiton,bitter winter cress; winter cress,Brassicaceae,Barbarea,vulgaris,W. T. Aiton,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,542,1975-05-29,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,waste fields,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083273,Moehringia macrophylla (Hook.) Fenzl,Moehringia macrophylla (Hook.) Fenzl,big-leaved sandwort; sandwort,Caryophyllaceae,Moehringia,macrophylla,(Hook.) Fenzl,,,,,,,Kendrick Marr,2015-03-03,Reviewed for VFBC,Not Listed,,Harvey Janszen,546,1975-05-29,British Columbia,,Mayne Island,,48.845,-123.2808333,,,,,,"dry, open woods on ridge top",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083233,Quercus garryana Dougl.,Quercus garryana Dougl.,Garry oak; oak,Fagaceae,Quercus,garryana,Dougl.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,550,1975-05-22,British Columbia,Gulf Islands,Galiano Island; Campbell Bay,,48.8625,-123.2611111,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083235,Sisymbrium officinale (L.) Scop.,Sisymbrium officinale (L.) Scop.,hedge mustard; tumble-mustard,Brassicaceae,Sisymbrium,officinale,(L.) Scop.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,554,1975-05-29,British Columbia,Gulf Islands,Mayne Island,,48,-123,,,,,,roadside,common,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083302,Cardamine pensylvanica Muhl. ex Willd.,Cardamine pensylvanica Muhl. ex Willd.,bitter-cress; Pennsylvanian bitter-cress,Brassicaceae,Cardamine,pensylvanica,Muhl. ex Willd.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,576,1975-05-30,British Columbia,Gulf Islands,Mayne Island,,48,-123,,,,,,slow flowing creek bed; wet forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083444,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,Stellaria borealis Bigelow ssp. sitchana (Steud.) Piper & Beattie,boreal starwort; starwort,Caryophyllaceae,Stellaria,borealis,,sitchana,(Steud.) Piper & Beattie,,,,,Richard Rabeler,2008-01-01,IDD:  20080000; Rabeler from the University of Michigan Herbarium,Not Listed,Janszen 1975,Harvey Janszen,592,1975-06-03,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,beside brook in wet forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083456,Potentilla egedii Wormskj.,Potentilla egedii Wormskj.,cinquefoil; coast silverweed,Rosaceae,Potentilla,egedii,Wormskj.,,,,,,,Kendrick Marr,2006-02-07,,Not Listed,Janszen 1975,Harvey Janszen,599,1975-06-09,British Columbia,Gulf Islands,Saturna Island,,48.78333333,-123.15,,,,,,"wet ground, around Typha marsh",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083455,Collomia heterophylla Hook.,Collomia heterophylla Hook.,vari-leaved collomia,Polemoniaceae,Collomia,heterophylla,Hook.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,600,1975-06-09,British Columbia,,Saturna Island,,48.78333333,-123.15,,,,,,on N slope; in moss - Salal - Douglas fir forest,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097958,Glyceria occidentalis (Piper) J.C. Nels.,Glyceria occidentalis (Piper) J.C. Nels.,grass; western mannagrass,Poaceae,Glyceria,occidentalis,(Piper) J.C. Nels.,,,,,,,George Douglas,1994-01-01,,Blue,Janszen 1975,Harvey Janszen,613,1975-06-11,British Columbia,,Pender Island,south Pender Island; Henshaws corners,,,,,,,,boggy field,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083450,Myosotis laxa Lehm.,Myosotis laxa Lehm.,forget-me-not; small-flowered forget-me-not,Boraginaceae,Myosotis,laxa,Lehm.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,622,1975-07-08,British Columbia,,Mayne Island,,48.85,-123.2833333,,,,,,sedge marshes; brooks in wet forests,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083316,Navarretia squarrosa (Esch.) H. & A.,Navarretia squarrosa (Esch.) H. & A.,skunkweed,Polemoniaceae,Navarretia,squarrosa,(Esch.) H. & A.,,,,,,,Stanley Spencer,1996-01-01,IDD:  19960000; S.S. from Rancho Santa Ana Botanic Garden,Not Listed,Janszen 1975,Harvey Janszen,626,1975-01-01,British Columbia,,Mayne Island,,48,-123,,,,,,open disturbed ground,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083407,Grindelia stricta DC. var. stricta,Grindelia stricta DC. var. stricta,gumweed,Asteraceae,Grindelia,stricta,,,,stricta,,,,Meredith Lane,1993-06-01,"IDD:  19930600; Studies for the Jepson Manual revision (1993); M.A.L. of McGrego Herbarium, University of Kansas (KANU)",Not Listed,Janszen 1975,Harvey Janszen,629,1975-07-08,British Columbia,,Mayne Island; Mount Parke,,48,-123,,,,,,Open bluffs,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083306,Brodiaea coronaria (Salisb.) Engl.,Brodiaea coronaria (Salisb.) Engl.,brodiaea; harvest brodiaea,Liliaceae,Brodiaea,coronaria,(Salisb.) Engl.,,,,,,,Harvey Janszen,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,630,1975-07-08,British Columbia,Gulf Islands,"Parke, Mount; Mayne Island",,48.83333333,-123.3,,,,,,dry ridge,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083313,Potentilla egedii Wormskj.,Potentilla egedii Wormskj.,cinquefoil; coast silverweed,Rosaceae,Potentilla,egedii,Wormskj.,,,,,,,Kendrick Marr,2006-02-07,,Not Listed,Janszen 1975,Harvey Janszen,648,1975-07-09,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,boggy meadow,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083387,Lapsana communis L.,Lapsana communis L.,nipplewort,Asteraceae,Lapsana,communis,L.,,,,,,,T. Brayshaw,1975-01-01,,Not Listed,Janszen 1975,Harvey Janszen,651,1975-07-09,British Columbia,Gulf Islands,Mayne Island,,48,-123,,,,,,dry woods,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083196,Carex lenticularis Michx. var. lipocarpa (Holm) Standley,Carex lenticularis Michx. var. lipocarpa (Holm) Standley,Kellogg's sedge; sedge,Cyperaceae,Carex,lenticularis,,,,lipocarpa,(Holm) Standley,,,Adolf Ceska,2000-08-04,,Not Listed,Janszen 1975,Harvey Janszen,656,1975-07-09,British Columbia,,Mayne Island,,48,-123,,,,,,Wet boggy meadow.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V083230,Carex utriculata Boott,Carex utriculata Boott,beaked sedge; sedge,Cyperaceae,Carex,utriculata,Boott,,,,,,,Jenifer Penny,2000-08-02,,Not Listed,Janszen 1975,Harvey Janszen,658,1975-07-09,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,Boggy sedgy meadow; some standing water.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
